gender,city,state,zip,job,category,amt,is_fraud,age
M,Powell,TN,37849,"Teacher, special educational needs",home,132.55,0,57
F,Roosevelt,OK,73564,Amenity horticulturist,shopping_pos,349.71,0,56
F,Diamond,OH,44412,"Engineer, biomedical",kids_pets,51.59,0,43
F,Blairstown,MO,64726,Agricultural consultant,home,9.87,0,76
M,Sea Island,GA,31561,"Engineer, structural",grocery_pos,133.64,0,63
M,Mesa,ID,83643,Cartographer,shopping_pos,4.13,0,61
M,Hatch,UT,84735,Geoscientist,grocery_pos,95.39,0,65
F,North Wilkesboro,NC,28659,Dispensing optician,health_fitness,122.2,0,42
F,Thompson,UT,84540,"Surveyor, minerals",misc_pos,7.45,0,39
M,Port Costa,CA,94569,Armed forces training and education officer,misc_net,12.16,0,67
M,Belgrade,MT,59714,"Engineer, drilling",food_dining,17.78,0,51
M,Monmouth Beach,NJ,7750,Health promotion specialist,entertainment,52.26,0,48
F,Logan,IL,62856,"Scientist, research (physical sciences)",grocery_net,51.04,0,50
M,Moorhead,MS,38761,Chartered public finance accountant,shopping_pos,3.31,0,27
M,Belgrade,MT,59714,"Engineer, drilling",food_dining,35.63,0,51
M,Bessemer,AL,35022,Radio broadcast assistant,grocery_pos,85.69,0,37
F,Allenhurst,NJ,7711,"Administrator, charities/voluntary organisations",home,78.77,0,91
F,Early,IA,50535,"Pilot, airline",shopping_pos,2.48,0,77
M,Lima,OH,45801,"Copywriter, advertising",misc_net,323.05,0,34
M,Pelham,NC,27311,Insurance underwriter,travel,3.55,0,99
F,Wheaton,MO,64874,Production manager,food_dining,17.75,0,41
M,Ballwin,MO,63021,"Engineer, communications",entertainment,38.37,0,25
F,Orient,WA,99160,Special educational needs teacher,grocery_pos,95.08,0,48
M,El Paso,TX,79906,Market researcher,travel,8.42,0,53
F,Clarks Mills,PA,16114,Energy manager,grocery_net,69.56,0,29
F,Matthews,MO,63867,Aeronautical engineer,home,22.68,0,47
M,Sacramento,CA,95827,Magazine features editor,gas_transport,54.04,0,47
M,Mayersville,MS,39113,Technical brewer,kids_pets,41.35,0,47
F,Knoxville,TN,37932,"Designer, industrial/product",home,9.76,0,32
M,Elizabeth,NJ,7208,Operational researcher,entertainment,52.19,0,46
F,Goreville,IL,62939,"Teacher, secondary school",shopping_pos,41.04,0,84
F,Irvine,PA,16329,Chief Marketing Officer,misc_pos,7.77,0,54
M,Grant,AL,35747,Curator,grocery_pos,81.56,0,54
M,Haw River,NC,27258,Paramedic,travel,1.03,0,42
F,Rossville,IL,60963,"Buyer, retail",grocery_pos,59.31,0,51
M,Luray,MO,63453,Town planner,gas_transport,70.75,0,60
M,Washoe Valley,NV,89704,Animal nutritionist,grocery_pos,60.14,0,37
M,Elizabeth,NJ,7208,Operational researcher,shopping_pos,9.42,0,46
F,Altona,NY,12910,"Surveyor, land/geomatics",kids_pets,71.89,0,73
F,Meridian,TX,76665,Phytotherapist,health_fitness,116.31,0,56
M,Athena,OR,97813,Dealer,entertainment,81.53,0,50
F,Notrees,TX,79759,Cytogeneticist,kids_pets,42.37,0,57
F,Vancouver,WA,98665,Teaching laboratory technician,grocery_pos,181.68,0,41
M,Crownpoint,NM,87313,IT consultant,kids_pets,35.0,0,37
M,Parsonsfield,ME,4047,Audiological scientist,gas_transport,105.4,0,70
M,Ruckersville,VA,22968,"Designer, ceramics/pottery",travel,8.29,0,51
F,Walnut Ridge,AR,72476,"Engineer, control and instrumentation",personal_care,103.39,0,49
F,Uledi,PA,15484,Tree surgeon,shopping_pos,1.48,0,43
M,Freedom,WY,83120,"Education officer, museum",grocery_pos,120.03,0,59
M,Marienville,PA,16239,"Copywriter, advertising",home,130.73,0,64
F,Issaquah,WA,98027,Osteopath,grocery_pos,201.71,0,42
F,North Loup,NE,68859,"Nurse, children's",gas_transport,61.87,0,46
M,Utica,KS,67584,Product/process development scientist,shopping_pos,9.93,0,64
M,Sontag,MS,39665,"Librarian, academic",food_dining,115.87,0,68
F,Mulberry Grove,IL,62262,Race relations officer,home,98.73,0,52
F,West Sayville,NY,11796,Film/video editor,shopping_pos,34.78,0,36
F,Woods Cross,UT,84087,Insurance broker,shopping_net,107.23,0,47
F,Leonard,TX,75452,Sub,shopping_pos,896.5,1,49
F,Loxahatchee,FL,33470,Paramedic,health_fitness,75.39,0,49
M,Titusville,FL,32780,Set designer,shopping_net,2.22,0,39
F,Jay,FL,32565,Higher education careers adviser,shopping_pos,1.58,0,32
M,Bay City,MI,48706,Water quality scientist,grocery_net,39.49,0,31
F,Noonan,ND,58765,Industrial/product designer,kids_pets,28.73,0,58
M,Lawrence,MA,1843,Geoscientist,personal_care,13.62,0,41
F,Tomahawk,WI,54487,Seismic interpreter,personal_care,3.01,0,29
F,Surrency,GA,31563,"Engineer, technical sales",entertainment,76.8,0,100
M,Doe Hill,VA,24433,Dance movement psychotherapist,misc_pos,38.62,0,40
F,Manor,PA,15665,Public affairs consultant,personal_care,42.09,0,85
M,Lawrence,MA,1843,Geoscientist,gas_transport,97.22,0,41
M,Sula,MT,59871,"Therapist, horticultural",food_dining,1.37,0,31
F,Baton Rouge,LA,70808,"Designer, furniture",grocery_pos,199.74,0,49
F,Hooper,NE,68031,"Engineer, automotive",grocery_pos,73.83,0,53
F,Noonan,ND,58765,Industrial/product designer,kids_pets,49.1,0,58
F,West Sayville,NY,11796,Film/video editor,misc_pos,7.49,0,36
F,Tupper Lake,NY,12986,Chartered loss adjuster,shopping_net,279.19,0,50
F,Thomas,WV,26292,Forensic psychologist,food_dining,6.69,0,45
F,Tomales,CA,94971,Occupational psychologist,shopping_net,7.55,0,72
F,Thrall,TX,76578,Press sub,misc_pos,2.25,0,50
F,Stanchfield,MN,55080,"Lecturer, further education",shopping_pos,5.12,0,31
M,Bolivar,PA,15923,"Administrator, local government",shopping_net,82.81,0,32
F,Joliet,IL,60432,"Teacher, secondary school",personal_care,9.59,0,34
M,Lonsdale,MN,55046,Chief Strategy Officer,kids_pets,18.3,0,39
F,Bailey,NC,27807,Call centre manager,entertainment,1.36,0,64
M,Mc Nabb,IL,61335,Audiological scientist,grocery_pos,152.93,0,70
M,Huntsville,AL,35811,Television production assistant,misc_net,9.54,0,53
F,May,TX,76857,Corporate investment banker,shopping_net,3.68,0,61
M,Fulton,OH,43321,Facilities manager,misc_pos,30.91,0,21
M,Parsonsfield,ME,4047,Audiological scientist,personal_care,26.2,0,70
M,New Franken,WI,54229,Art therapist,shopping_net,54.93,0,37
F,Bradley,SC,29819,Research scientist (physical sciences),gas_transport,75.03,0,42
M,Lonetree,WY,82936,Research scientist (physical sciences),home,73.42,0,45
M,Knowlesville,NY,14479,TEFL teacher,gas_transport,51.93,0,62
M,Wichita,KS,67232,Heritage manager,shopping_net,1.9,0,41
M,Key West,FL,33040,Town planner,shopping_net,5.86,0,39
M,Lahoma,OK,73754,Podiatrist,health_fitness,76.2,0,37
M,Winfield,WV,25213,Exhibition designer,shopping_pos,8.31,0,46
F,Alpharetta,GA,30009,Prison officer,shopping_net,1.43,0,29
F,Notrees,TX,79759,Cytogeneticist,home,15.6,0,57
F,Superior,AZ,85173,Petroleum engineer,shopping_pos,103.38,0,39
F,Hahira,GA,31632,"Teacher, special educational needs",misc_net,31.44,0,29
F,Colorado Springs,CO,80951,Museum/gallery exhibitions officer,grocery_pos,199.41,0,34
M,South Hero,VT,5486,Transport planner,food_dining,57.08,0,35
M,Falconer,NY,14733,Metallurgist,home,52.39,0,56
M,Utica,KS,67584,Product/process development scientist,gas_transport,59.38,0,64
F,West Henrietta,NY,14586,"Teacher, primary school",gas_transport,70.39,0,58
M,West Eaton,NY,13484,Science writer,gas_transport,44.89,0,63
F,River,KY,41254,Quarry manager,shopping_net,89.4,0,95
F,Lomax,IL,61454,Environmental consultant,shopping_net,4.96,0,54
M,Paint Rock,AL,35764,Paediatric nurse,gas_transport,52.5,0,60
F,Fort Washakie,WY,82514,Information systems manager,home,4.72,0,40
M,Pueblo,CO,81005,Further education lecturer,entertainment,49.88,0,38
M,Detroit,MI,48206,Trading standards officer,entertainment,25.52,0,80
F,Bailey,NC,27807,Call centre manager,home,19.66,0,64
M,Detroit,MI,48202,Broadcast presenter,grocery_pos,109.91,0,57
F,Slayden,TN,37165,Prison officer,grocery_pos,129.29,0,70
F,Esbon,KS,66941,Tourism officer,grocery_net,50.72,0,39
F,Munith,MI,49259,Geophysicist/field seismologist,shopping_pos,5.26,0,38
F,Minneapolis,MN,55428,Analytical chemist,grocery_pos,102.69,0,59
M,Roseland,NE,68973,"Nurse, mental health",shopping_net,3.66,0,78
F,Moriches,NY,11955,"Research officer, trade union",kids_pets,78.62,0,38
F,Wetmore,MI,49895,Immunologist,travel,1.0,0,54
M,Pikesville,MD,21208,Company secretary,food_dining,47.81,0,49
F,Grimesland,NC,27837,Manufacturing systems engineer,shopping_net,20.34,0,33
M,Thida,AR,72165,Careers information officer,food_dining,10.33,0,26
M,Moab,UT,84532,Location manager,personal_care,3.97,0,37
F,New Goshen,IN,47863,"Engineer, mining",health_fitness,4.23,0,66
M,Jackson,MS,39211,"Horticulturist, commercial",misc_pos,4.77,0,54
M,Harrington Park,NJ,7640,"Radiographer, diagnostic",kids_pets,82.61,0,61
M,Lawrence,MA,1843,Geoscientist,misc_pos,9.34,0,41
M,Springfield,VA,22151,Production engineer,travel,8.72,0,76
F,Gibsonville,NC,27249,Arboriculturist,grocery_net,60.83,0,92
F,Catawba,VA,24070,Equality and diversity officer,food_dining,87.68,0,86
F,Bauxite,AR,72011,"Scientist, audiological",misc_pos,218.57,0,51
F,San Jose,CA,95148,Geoscientist,health_fitness,14.07,0,29
F,Fort Myers,FL,33967,Paramedic,health_fitness,44.49,0,41
M,Harrodsburg,IN,47434,Social researcher,home,16.24,0,71
F,Kings Bay,GA,31547,Naval architect,grocery_pos,128.45,0,63
M,Lohrville,IA,51453,Administrator,shopping_pos,6.45,0,72
M,Schaumburg,IL,60193,Claims inspector/assessor,grocery_pos,73.85,0,57
M,Sula,MT,59871,"Therapist, horticultural",gas_transport,89.43,0,31
M,Bessemer,AL,35022,Radio broadcast assistant,health_fitness,7.97,0,37
F,Lowell,OR,97452,Systems analyst,personal_care,30.07,0,61
F,Brunson,SC,29911,Social researcher,home,3.55,0,52
F,Cascade Locks,OR,97014,Barrister,health_fitness,24.04,0,90
M,Gretna,LA,70056,Biomedical scientist,gas_transport,87.98,0,54
F,Stanchfield,MN,55080,"Lecturer, further education",gas_transport,39.01,0,31
F,Sherman,TX,75092,Systems developer,home,104.54,0,56
F,Thrall,TX,76578,Press sub,misc_net,3.53,0,50
F,Newhall,CA,91321,Health physicist,kids_pets,80.12,0,55
F,Bellmore,NY,11710,"Librarian, public",grocery_net,51.44,0,56
F,Mulberry Grove,IL,62262,Race relations officer,entertainment,17.44,0,52
M,Parkers Lake,KY,42634,"Designer, industrial/product",food_dining,86.53,0,58
F,Burbank,WA,99323,Musician,kids_pets,28.71,0,45
M,Palmdale,CA,93552,Chemical engineer,gas_transport,54.83,0,63
F,Prosperity,SC,29127,Archaeologist,entertainment,36.37,0,32
M,Espanola,NM,87533,Historic buildings inspector/conservation officer,grocery_pos,56.34,0,54
F,Winslow,AR,72959,Musician,home,101.31,0,61
F,West Henrietta,NY,14586,"Teacher, primary school",grocery_pos,99.05,0,58
M,Morrisdale,PA,16858,Advice worker,home,91.74,0,53
F,Edisto Island,SC,29438,"Sales professional, IT",entertainment,121.73,0,29
F,Mifflin,PA,17058,Mining engineer,gas_transport,76.94,0,72
M,Bolton,NC,28423,"Engineer, biomedical",shopping_net,18.19,0,81
F,Old Hickory,TN,37138,Prison officer,personal_care,162.12,0,32
M,Saint Bonaventure,NY,14778,Toxicologist,kids_pets,52.77,0,52
F,Houston,TX,77007,"Copywriter, advertising",shopping_pos,4.58,0,42
M,Hudson,NY,12534,Travel agency manager,home,4.61,0,28
M,Gretna,LA,70056,Biomedical scientist,shopping_net,2.37,0,54
M,Riverton,WY,82501,"Lecturer, higher education",grocery_net,54.12,0,33
F,Jordanville,NY,13361,Travel agency manager,kids_pets,10.12,0,41
F,Blairsden-Graeagle,CA,96103,Chartered legal executive (England and Wales),gas_transport,54.08,0,59
M,Kenner,LA,70062,"Engineer, petroleum",kids_pets,172.62,0,85
F,Moundsville,WV,26041,Physiotherapist,personal_care,16.18,0,49
M,Sachse,TX,75048,Site engineer,entertainment,320.97,0,41
F,Lake Oswego,OR,97034,Planning and development surveyor,travel,8.89,0,44
M,Mount Hope,AL,35651,"Librarian, academic",gas_transport,85.76,0,71
F,Plainfield,NJ,7060,Leisure centre manager,shopping_net,20.59,0,52
M,Des Moines,IA,50314,Interior and spatial designer,shopping_pos,6.09,0,45
F,Elberta,MI,49628,"Exhibitions officer, museum/gallery",health_fitness,3.3,0,31
M,Falconer,NY,14733,Metallurgist,entertainment,8.5,0,56
M,Fayetteville,NC,28314,"Scientist, research (maths)",entertainment,11.01,0,33
F,Karnack,TX,75661,Chiropodist,home,65.03,0,95
F,Prosperity,SC,29127,Archaeologist,kids_pets,38.99,0,32
F,Topeka,KS,66618,Secondary school teacher,misc_pos,1.02,0,22
M,Big Creek,KY,40914,"Psychologist, forensic",kids_pets,43.08,0,42
M,Grant,AL,35747,Curator,grocery_pos,30.68,0,54
F,Alpharetta,GA,30009,Prison officer,entertainment,34.39,0,29
F,Loami,IL,62661,English as a foreign language teacher,food_dining,1.68,0,35
M,Sacramento,CA,95827,Magazine features editor,food_dining,1.75,0,47
F,Ashford,WA,98304,Video editor,home,85.07,0,70
M,New Boston,IL,61272,Manufacturing engineer,entertainment,74.45,0,33
F,Jermyn,PA,18433,Training and development officer,gas_transport,69.37,0,45
M,Montgomery,AL,36111,"Chemist, analytical",health_fitness,9.46,0,32
M,Saxon,WI,54559,Television/film/video producer,grocery_pos,99.25,0,40
M,Heiskell,TN,37754,"Geologist, wellsite",food_dining,7.67,0,44
M,Southfield,MI,48034,"Engineer, automotive",kids_pets,100.33,0,52
F,Vanderbilt,PA,15486,Physiotherapist,grocery_net,52.7,0,39
F,Cottekill,NY,12419,Comptroller,shopping_net,2.13,0,36
F,Orient,WA,99160,Special educational needs teacher,health_fitness,5.75,0,48
F,Uledi,PA,15484,Tree surgeon,gas_transport,50.86,0,43
F,Humboldt,AZ,86329,"Civil engineer, contracting",kids_pets,90.28,0,71
F,Wendel,CA,96136,"Teacher, adult education",shopping_net,5.54,0,37
F,Orient,WA,99160,Special educational needs teacher,misc_net,2.88,0,48
M,San Antonio,TX,78248,Exhibition designer,shopping_pos,367.51,0,51
F,Manistique,MI,49854,Trade mark attorney,grocery_net,80.53,0,47
M,Springfield,VA,22151,Production engineer,gas_transport,68.88,0,76
F,Dayton,OH,45415,Environmental manager,home,14.07,0,56
M,Mount Saint Joseph,OH,45051,Exhibition designer,personal_care,79.03,0,52
M,Cochranton,PA,16314,Retail merchandiser,home,12.05,0,53
M,Carroll,NE,68723,Metallurgist,health_fitness,75.37,0,51
M,Springfield,VA,22151,Production engineer,shopping_pos,9.9,0,76
M,Ruth,NV,89319,Interpreter,gas_transport,55.07,0,80
M,Port Costa,CA,94569,Armed forces training and education officer,shopping_net,454.33,0,67
M,Southfield,MI,48034,"Engineer, automotive",home,13.61,0,52
F,New Memphis,IL,62266,Magazine journalist,personal_care,16.64,0,74
F,Deltona,FL,32725,Commercial horticulturist,entertainment,49.88,0,38
M,Greenwich,NJ,8323,Insurance risk surveyor,gas_transport,43.93,0,61
M,Luzerne,MI,48636,General practice doctor,health_fitness,6.07,0,84
F,Thomas,WV,26292,Forensic psychologist,gas_transport,68.61,0,45
F,Arcadia,SC,29320,Animal technologist,food_dining,4.84,0,37
F,Fulton,SD,57340,Financial adviser,shopping_net,4.02,0,71
M,Armonk,NY,10504,Television/film/video producer,misc_pos,2.64,0,62
F,Holcomb,KS,67851,Arboriculturist,shopping_net,9.33,0,33
F,Battle Creek,IA,51006,"Teacher, early years/pre",kids_pets,24.38,0,29
F,Bauxite,AR,72011,"Scientist, audiological",health_fitness,8.84,0,51
F,West Columbia,SC,29170,Chemical engineer,gas_transport,71.02,0,97
F,Lomax,IL,61454,Environmental consultant,grocery_pos,126.96,0,54
M,Chester Heights,PA,19017,Management consultant,health_fitness,43.43,0,81
F,Topeka,KS,66618,Secondary school teacher,misc_net,8.52,0,22
M,Falconer,NY,14733,Metallurgist,gas_transport,79.09,0,56
M,Montandon,PA,17850,Orthoptist,misc_pos,40.57,0,52
M,Oriskany Falls,NY,13425,"Programmer, multimedia",gas_transport,42.33,0,77
M,Acworth,NH,3601,Naval architect,home,75.97,0,38
F,Saint Amant,LA,70774,"Surveyor, rural practice",shopping_net,3.95,0,49
M,Summerfield,NC,27358,"Buyer, industrial",shopping_net,1.59,0,97
F,Unionville,MO,63565,"Investment banker, corporate",misc_net,8.03,0,76
F,Mount Morris,NY,14510,Acupuncturist,travel,4.05,0,68
F,Lawn,PA,17041,Special educational needs teacher,grocery_pos,125.11,0,54
F,Pembroke Township,IL,60958,"Psychotherapist, child",shopping_pos,114.65,0,22
M,Mounds,OK,74047,Fitness centre manager,kids_pets,81.27,0,44
F,Maysville,KY,41056,Advertising account executive,personal_care,39.84,0,55
F,Arcadia,SC,29320,Animal technologist,home,45.45,0,37
F,North Wilkesboro,NC,28659,Dispensing optician,misc_pos,159.13,0,42
F,Smiths Grove,KY,42171,"Therapist, sports",misc_pos,4.29,0,27
F,Enola,AR,72047,"Physicist, medical",kids_pets,35.92,0,72
F,Center Tuftonboro,NH,3816,"Optician, dispensing",personal_care,184.83,0,55
F,Creola,OH,45622,"Copywriter, advertising",gas_transport,62.58,0,47
F,North Washington,PA,16048,Patent attorney,misc_net,69.51,0,72
F,Blooming Grove,TX,76626,Financial adviser,travel,7.36,0,48
F,Littleton,CO,80120,Water engineer,home,39.91,0,51
F,Altair,TX,77412,"Editor, film/video",home,71.39,0,43
M,Sea Island,GA,31561,"Engineer, structural",gas_transport,70.13,0,63
F,Kingsford Heights,IN,46346,"Psychologist, forensic",health_fitness,7.3,0,28
F,Superior,AZ,85173,Petroleum engineer,food_dining,66.8,0,39
F,Downsville,NY,13755,"Psychotherapist, child",kids_pets,32.28,0,36
F,Hawley,MN,56549,Naval architect,food_dining,42.16,0,77
F,Grandview,TX,76050,"Radiographer, therapeutic",kids_pets,145.24,0,34
F,Lowville,NY,13367,Theme park manager,grocery_pos,192.64,0,35
M,Summerfield,NC,27358,"Buyer, industrial",kids_pets,121.95,0,97
M,Harborcreek,PA,16421,Event organiser,health_fitness,105.47,0,80
M,Oxford,MI,48371,Agricultural consultant,grocery_pos,115.23,0,66
M,Norwalk,CA,90650,Firefighter,food_dining,37.59,0,53
F,Bradley,SC,29819,Research scientist (physical sciences),health_fitness,99.77,0,42
F,Knoxville,TN,37932,"Designer, industrial/product",shopping_net,1.68,0,32
F,Sherman,TX,75092,Systems developer,grocery_net,67.12,0,56
M,Sacramento,CA,95842,Soil scientist,misc_net,6.98,0,60
F,Rocky Mount,MO,65072,Tax inspector,grocery_net,28.79,0,38
M,Luray,MO,63453,Town planner,travel,5.72,0,60
F,Albuquerque,NM,87109,Civil Service administrator,shopping_net,2.6,0,50
F,Meredith,CO,81642,Public relations account executive,grocery_pos,136.9,0,87
M,Hewitt,WI,54441,Arts development officer,home,70.42,0,35
F,Tupper Lake,NY,12986,Chartered loss adjuster,grocery_pos,199.95,0,50
F,Plymouth,CT,6782,Herpetologist,health_fitness,99.91,0,53
M,Elizabeth,NJ,7208,Operational researcher,misc_pos,261.89,0,46
F,Meridian,TX,76665,Phytotherapist,food_dining,53.42,0,56
F,Thrall,TX,76578,Press sub,misc_net,4.75,0,50
F,Dongola,IL,62926,Scientific laboratory technician,shopping_pos,8.8,0,42
F,Deane,KY,41812,"Conservation officer, historic buildings",misc_net,141.63,0,29
F,Conway,WA,98238,"Research officer, political party",entertainment,18.52,0,42
M,Bolton,NC,28423,"Engineer, biomedical",shopping_net,1.15,0,81
F,Mound City,MO,64470,Architect,personal_care,4.35,0,73
F,Ratcliff,TX,75858,"Engineer, production",grocery_pos,107.08,0,77
F,Uledi,PA,15484,Tree surgeon,food_dining,4.85,0,43
M,Edmond,OK,73034,Media buyer,shopping_pos,8.54,0,33
F,Saint Louis,MO,63131,Occupational hygienist,health_fitness,122.17,0,66
F,Mobile,AL,36617,"Surveyor, land/geomatics",home,31.41,0,54
M,West Decatur,PA,16878,Armed forces logistics/support/administrative officer,kids_pets,35.18,0,64
F,Utica,MO,64686,Land/geomatics surveyor,grocery_net,29.14,0,54
M,Monmouth Beach,NJ,7750,Health promotion specialist,shopping_pos,3.55,0,48
F,Lomax,IL,61454,Environmental consultant,gas_transport,48.0,0,54
F,West Henrietta,NY,14586,"Teacher, primary school",food_dining,98.42,0,58
M,Atlantic,VA,23303,"Geologist, engineering",misc_pos,32.35,0,40
M,Fairview,NJ,7022,"Programmer, multimedia",misc_pos,3.25,0,59
M,Pueblo,CO,81005,Further education lecturer,grocery_pos,54.17,0,38
M,Lawrence,MA,1843,Geoscientist,kids_pets,8.39,0,41
F,Eureka,IL,61530,Archivist,personal_care,5.37,0,81
M,Methuen,MA,1844,Market researcher,shopping_pos,7.36,0,46
F,Reynolds,ND,58275,Visual merchandiser,gas_transport,47.78,0,32
F,Mulberry Grove,IL,62262,Race relations officer,personal_care,155.12,0,52
M,Holloway,OH,43985,Child psychotherapist,shopping_pos,9.73,0,80
M,Freedom,WY,83120,"Education officer, museum",shopping_net,1.89,0,59
F,Phoenix,AZ,85020,Contractor,home,19.09,0,45
M,Luray,MO,63453,Town planner,misc_pos,5.28,0,60
F,Washington Court House,OH,43160,Television floor manager,home,67.78,0,87
M,Wichita,KS,67232,Heritage manager,health_fitness,47.9,0,41
M,North Las Vegas,NV,89084,Catering manager,grocery_pos,77.47,0,66
M,Lonsdale,MN,55046,Chief Strategy Officer,misc_net,108.33,0,39
F,Clarks Mills,PA,16114,Energy manager,health_fitness,134.54,0,29
F,West Sayville,NY,11796,Film/video editor,grocery_pos,217.12,0,36
F,Manor,PA,15665,Public affairs consultant,home,118.66,0,85
F,Cisco,IL,61830,Landscape architect,shopping_net,7.71,0,66
F,Galatia,IL,62935,"Restaurant manager, fast food",gas_transport,72.16,0,55
M,Big Creek,KY,40914,"Psychologist, forensic",home,81.81,0,42
F,Brandon,VT,5733,"Scientist, marine",gas_transport,85.26,0,51
F,Catawba,VA,24070,Equality and diversity officer,entertainment,5.88,0,86
F,Cisco,IL,61830,Landscape architect,home,23.8,0,66
F,Blooming Grove,TX,76626,Financial adviser,kids_pets,18.74,0,48
M,Easton,KS,66020,Air broker,shopping_net,85.14,0,44
M,Lamberton,MN,56152,Land/geomatics surveyor,kids_pets,45.42,0,33
F,Sheffield,MA,1257,Radio producer,home,26.26,0,53
F,Shields,ND,58569,Film/video editor,kids_pets,10.82,0,37
M,Cross Plains,TX,76443,Chief Operating Officer,grocery_pos,103.34,0,73
M,Grand Junction,TN,38039,Clothing/textile technologist,grocery_pos,92.61,0,52
F,Laramie,WY,82072,"Pilot, airline",grocery_pos,170.86,0,38
M,Greenville,OH,45331,Media planner,health_fitness,116.16,0,55
F,Meridian,TX,76665,Phytotherapist,shopping_net,3.3,0,56
M,Stillwater,OK,74074,Cabin crew,shopping_pos,5.33,0,78
M,Utica,KS,67584,Product/process development scientist,gas_transport,67.52,0,64
F,Altona,NY,12910,"Surveyor, land/geomatics",misc_pos,6.58,0,73
F,Mount Morris,NY,14510,Acupuncturist,entertainment,52.76,0,68
F,Cleveland,TX,77327,Building surveyor,misc_net,322.62,0,31
F,Mound City,MO,64470,Architect,personal_care,28.22,0,73
F,Philadelphia,PA,19149,Structural engineer,kids_pets,54.12,0,41
F,Florence,MS,39073,Fine artist,grocery_pos,166.63,0,42
F,Saint Amant,LA,70774,"Surveyor, rural practice",misc_pos,52.13,0,49
M,Mc Nabb,IL,61335,Audiological scientist,gas_transport,51.32,0,70
M,Mallie,KY,41836,Facilities manager,health_fitness,15.82,0,100
F,Bellmore,NY,11710,"Librarian, public",misc_pos,58.05,0,56
M,Bronx,NY,10463,"Therapist, drama",home,22.12,0,36
F,Whaleyville,MD,21872,Regulatory affairs officer,shopping_pos,7.78,0,41
F,Sun City,CA,92585,"Designer, exhibition/display",misc_pos,3.45,0,54
M,Fenelton,PA,16034,Communications engineer,misc_pos,42.19,0,50
F,Nokomis,IL,62075,Building surveyor,food_dining,17.59,0,41
M,Saint Bonaventure,NY,14778,Toxicologist,health_fitness,76.46,0,52
F,Alpharetta,GA,30009,Prison officer,travel,3.69,0,29
F,Nobleboro,ME,4555,Financial trader,grocery_pos,90.98,0,50
M,Lima,OH,45801,"Copywriter, advertising",kids_pets,192.2,0,34
M,Cedar,MI,49621,"Social research officer, government",food_dining,5.65,0,51
F,Haynes,AR,72341,"Programmer, applications",grocery_pos,125.41,0,63
M,Gainesville,TX,76240,"Engineer, manufacturing",grocery_pos,76.6,0,72
M,Spearsville,LA,71277,"Psychologist, forensic",food_dining,31.64,0,69
M,Westport,KY,40077,Pensions consultant,home,4.6,0,30
F,Gadsden,AL,35903,Ceramics designer,food_dining,85.13,0,56
F,Atglen,PA,19310,Product manager,kids_pets,16.78,0,98
M,Weeping Water,NE,68463,Dealer,entertainment,209.59,0,75
F,Birmingham,IA,52535,Camera operator,shopping_net,9.72,0,38
F,Allenhurst,NJ,7711,"Administrator, charities/voluntary organisations",food_dining,45.14,0,91
F,Grandview,TX,76050,"Radiographer, therapeutic",grocery_net,29.43,0,34
F,Browning,MO,64630,Cytogeneticist,health_fitness,9.96,0,72
F,San Jose,CA,95148,Geoscientist,food_dining,1.83,0,29
F,Redford,MO,63665,Investment analyst,shopping_net,7.12,0,52
F,Coyle,OK,73027,Amenity horticulturist,shopping_pos,5.2,0,41
F,Sturgis,MS,39769,Medical physicist,kids_pets,7.09,0,66
M,Arcadia,MI,49613,"Designer, jewellery",personal_care,3.0,0,60
M,Luray,MO,63453,Town planner,misc_net,9.94,0,60
F,Ogdensburg,NJ,7439,Senior tax professional/tax inspector,gas_transport,63.34,0,32
M,Helm,CA,93627,Early years teacher,grocery_pos,93.98,0,53
F,Sturgis,MS,39769,Medical physicist,entertainment,8.79,0,66
M,Auburn,ME,4210,Tourist information centre manager,grocery_pos,94.32,0,68
F,Morrisdale,PA,16858,Dispensing optician,personal_care,45.03,0,39
M,Acworth,NH,3601,Naval architect,home,89.52,0,38
F,New Ellenton,SC,29809,Biomedical scientist,health_fitness,37.53,0,40
M,Norwalk,OH,44857,Copy,personal_care,13.28,0,56
M,Fenelton,PA,16034,Communications engineer,shopping_net,113.19,0,50
M,Moorhead,MS,38761,Chartered public finance accountant,personal_care,23.13,0,27
F,Wendel,CA,96136,"Teacher, adult education",entertainment,24.99,0,37
F,Browning,MO,64630,Cytogeneticist,shopping_net,2.87,0,72
F,Newhall,CA,91321,Health physicist,kids_pets,36.19,0,55
M,Whittemore,IA,50598,Optometrist,gas_transport,94.25,0,58
F,Birmingham,IA,52535,Camera operator,grocery_pos,109.85,0,38
F,Spirit Lake,ID,83869,Production manager,shopping_net,21.8,0,69
F,Lahoma,OK,73754,"Programme researcher, broadcasting/film/video",home,19.91,0,74
F,Thomas,WV,26292,Forensic psychologist,entertainment,30.75,0,45
M,Tyaskin,MD,21865,Music tutor,home,110.22,0,61
F,Roma,TX,78584,IT trainer,home,61.44,0,36
M,Heiskell,TN,37754,"Geologist, wellsite",home,69.07,0,44
F,Thompson,UT,84540,"Surveyor, minerals",kids_pets,17.24,0,39
F,Goreville,IL,62939,"Teacher, secondary school",grocery_pos,76.2,0,84
F,Georgetown,MN,56546,"Research officer, trade union",misc_pos,5.61,0,50
F,Bellmore,NY,11710,"Librarian, public",grocery_net,104.37,0,56
